"#","ИД установе","Школска управа","Округ","Општина","Насеље","Назив установе","Адреса","Поштански број","Адреса електронске поште","Телефон","Сајт","Матични број","ПИБ","Датум оснивања","Примарна делатност","Власништво","Број одељења","Број комбинованих одељења","Број специјалних одељења","Број ученика","Број девојчица","Број ученика - ИОП 1","Број ученика - ИОП 2","Број ученика - ИОП 3","Број наставника - без замена","Укупна норма наставникаа - без замена","Број запослених - без замена","Укупна норма запослених- без замена"
"431.","1805","Косовска Митровица","Косовско-митровачки управни округ","Вучитрн","Вучитрн","Гимназија Вучитрн","Лоле Рибара 29","38220","gimnazija_vu@yahoo.com","(028)422071","http://gimnazijavu.edu.rs","9230408","101263225","1966-06-11","Гимназије","Државно","4","0","0","29","21","0","0","0","25","8.232000","30","13.732000"
"432.","1806","Косовска Митровица","Косовско-митровачки управни округ","Вучитрн","Вучитрн","Техничка школа Вучитрн","Иве Лоле Рибара 27","38220","gimnazija_vu@yahoo.com","(028)422071","http://gimnazijavu.edu.rs","9230408","101263225","1966-06-11","Средње стручне школе","Државно","4","0","0","50","1","0","0","0","26","9.215900","29","11.715900"
"433.","1807","Косовска Митровица","Косовско-митровачки управни округ","Лепосавић","Лешак","Пољопривредна школа Приштина","Браће Матовића б.б","38219","poljskolapristinalesak@hotmail.com","(028)400413","http://www.poljoprivrednaskolapristinalesak.edu.rs","9018379","101814893","1946-07-31","Средње стручне школе","Државно","13","0","0","89","39","0","2","0","34","30.947900","50","47.447900"
"434.","1816","Ранилуг","Косовско-поморавски управни округ","Косовска Каменица","Ранилуг","Економско-трговинска школа Гњилане","Ранилуг бб","38267","eskolaranilug@hotmail.rs","28076132","http://www.ecogl.kosovskopomoravlje.rs","9028617","100018177","1992-11-08","Средње стручне школе","Државно","17","1","0","138","74","2","0","0","92","40.019200","125","66.519200"
"435.","1817","Ранилуг","Косовско-поморавски управни округ","Косовска Каменица","Велико Ропотово","Медицинска школа","Велико Ропотово бб","38267","ms_vropotovo@hotmail.com","1234567","","17684841","105010176","2007-03-15","Средње стручне школе","Државно","16","0","0","314","219","0","0","0","90","42.716500","113","61.841500"
"436.","1819","Краљево","Рашки управни округ","Краљево - град","Краљево","Уметничка школа у Краљеву","Цара Лазара 38","36000","umetnicka@mts.rs","(036)326700","http://www.umetnicka-kv.net","17578430","103435339","2004-06-04","Средње стручне школе","Државно","8","4","0","163","124","0","0","0","32","20.290000","44","28.030000"
"437.","1828","Нови Сад","Сремски управни округ","Ириг","Ириг","Средња стручна школа Борислав Михајловић Михиз","Змај Јовина 59","22406","sssborislavmihajlovic@gmail.com","(022)2462026","http://www.sssborislavmihajlovic.edu.rs","8905908","106199149","2009-05-28","Средње стручне школе","Државно","8","0","0","138","43","4","0","0","32","15.328400","38","22.328400"
"438.","1829","Ваљево","Колубарски управни округ","Мионица","Мионица (варошица)","Средња школа Мионица","Кнеза Грбовића бб","14242","srednjaskolamionica@gmail.com","(014)3422120","http://www.srednjaskolamionica.edu.rs","17779575","106270405","2009-08-17","Средње стручне школе","Државно","7","3","0","154","88","1","3","0","26","15.920000","35","23.920000"
"439.","1830","Краљево","Рашки управни округ","Нови Пазар - град","Нови Пазар","Угоститељско-туристичка школа","Расима Халиловића бб","36300","info@turistskola.edu.rs","(020)317896","http://www.turistskola.edu.rs","17761498","105826969","2008-09-25","Средње стручне школе","Државно","22","3","0","395","185","1","0","0","56","41.030000","64","48.820000"
"440.","1898","Београд","Град Београд","Београд - Нови Београд","Београд (Нови Београд)","Средњошколски образовни центар ""СМАРТАНАЦ""","Народних хероја 30","11070","skolest.office@gmail.com","(011)4044059","http://www.skolest.com","17573543","103545895","2004-09-16","Средње стручне школе","Приватно","2","2","0","11","7","0","0","0","0","","0",""
"441.","1970","Ниш","Топлички управни округ","Куршумлија","Куршумлија","Куршумлијско-подујевска економско-техничка школа","Карађорђева 2","18430","ekonomskaskola@ptt.rs","(027)389024","http://ekonomskakwordpress.com","17918095","111026781","2018-08-09","Средње стручне школе","Државно","17","0","0","344","161","0","1","0","60","34.795900","75","49.795900"
"442.","1971","Ниш","Нишавски управни округ","Ниш - Црвени Крст","Ниш (Црвени Крст)","Средња стручна школа","Београдска 22","18000","tsk12feb@mts.rs","(018)588166","http://www.skola12februarnis.nadlanu.com","17918079","111028603","2018-09-01","Средње стручне школе","Државно","37","0","0","935","201","6","4","0","112","85.340900","137","114.230900"
"443.","1972","Ужице","Златиборски управни округ","Нова Варош","Нова Варош","Средња школа","Јевстастија Караматијевића 26-30","31320","srednjanv@gmail.com","(033)061079","https://www.srednjanv.edu.rs","17918010","111019854","2018-09-01","Гимназије","Државно","17","0","0","387","184","0","0","0","53","36.632200","64","49.127800"
"444.","1973","Крагујевац","Шумадијски управни округ","Крагујевац - град","Крагујевац","Средња стручна школа","Косовска 8","34000","sekretar@politehnicka.kg.edu.rs","(034)335178","https://www.politehnickakg.kg.edu.rs","17918036","111019846","2018-08-23","Средње стручне школе","Државно","62","1","0","1715","516","2","3","0","178","151.558900","221","199.058900"
